id,language,is_tts,group_key
te_f_education_02726,Telugu,0,te_f
ASM_F_WIKI_02306,Assamese,1,ASM_F
en_m_EN_E_106,English,0,en_m
SAN_M_HAPPY_00301,Sanskrit,1,SAN_M
DOI_M_BB_00019,Dogri,1,DOI_M
SAN_M_FEAR_00195,Sanskrit,1,SAN_M
KAN_M_NEWS_00373,Kannada,0,KAN_M
NEP_F_NEWS_00586,Nepali,1,NEP_F
text3302,Odia,0,text3302
text4169,Odia,0,text4169
train_manipurimale_08763,Manipuri,0,train_manipurimale
text5520,Odia,1,text5520
SAN_M_CONV_00037,Sanskrit,0,SAN_M
text0839,Odia,1,text0839
train_manipurimale_05834,Manipuri,1,train_manipurimale
NEP_F_NEWS_00011,Nepali,0,NEP_F
DOI_M_ANGER_00269,Dogri,1,DOI_M
BRX_F_CONV_00512,Bodo,0,BRX_F
en_m_EN_E_1965,English,0,en_m
NEP_F_NAMES_03325,Nepali,0,NEP_F
NEP_F_ALEXA_00171,Nepali,0,NEP_F
text4660,Odia,0,text4660
DOI_M_HAPPY_00334,Dogri,0,DOI_M
en_m_EN_A_1733,English,0,en_m
train_gujaratifemale_01851,Gujarati,1,train_gujaratifemale
KAN_M_FEAR_00429,Kannada,1,KAN_M
SAN_M_HAPPY_00167,Sanskrit,0,SAN_M
DOI_M_DIGI_00176,Dogri,0,DOI_M
train_manipurimale_04815,Manipuri,0,train_manipurimale
NEP_F_BOOK_01220,Nepali,0,NEP_F
MAR_F_BOOK_01063,Marathi,0,MAR_F
text0649,Odia,0,text0649
ASM_F_CONV_02408,Assamese,1,ASM_F
NEP_F_UMANG_00073,Nepali,1,NEP_F
train_manipurimale_05940,Manipuri,0,train_manipurimale
KAN_M_HAPPY_00289,Kannada,1,KAN_M
train_manipurimale_03451,Manipuri,0,train_manipurimale
DOI_M_HAPPY_00063,Dogri,0,DOI_M
NEP_F_SURPRISE_00155,Nepali,0,NEP_F
DOI_M_ANGER_00365,Dogri,0,DOI_M
en_m_EN_O_2299,English,1,en_m
en_m_EN_P_2748,English,0,en_m
KAN_M_DISGUST_00085,Kannada,1,KAN_M
NEP_F_SAD_00457,Nepali,0,NEP_F
ASM_F_INDIC_00683,Assamese,1,ASM_F
MAR_F_HAPPY_00118,Marathi,0,MAR_F
ASM_F_FEAR_00048,Assamese,1,ASM_F
MAR_F_DISGUST_00182,Marathi,0,MAR_F
SAN_M_CONV_00047,Sanskrit,0,SAN_M
NEP_F_UMANG_00037,Nepali,0,NEP_F
te_f_books_socialscience_01441,Telugu,1,te_f
DOI_M_DISGUST_00090,Dogri,1,DOI_M
SAN_M_ANGER_00098,Sanskrit,0,SAN_M
DOI_M_ANGER_00328,Dogri,1,DOI_M
NEP_F_BOOK_00399,Nepali,1,NEP_F
train_manipurimale_09088,Manipuri,1,train_manipurimale
MAR_F_DISGUST_00365,Marathi,0,MAR_F
SAN_M_DISGUST_00286,Sanskrit,0,SAN_M
NEP_F_FEAR_00320,Nepali,0,NEP_F
text3154,Odia,0,text3154
BRX_F_HAPPY_00190,Bodo,1,BRX_F
NEP_F_CONV_00572,Nepali,0,NEP_F
MAL_F_INDIC_00444,Malayalam,1,MAL_F
train_gujaratifemale_01897,Gujarati,0,train_gujaratifemale
SAN_M_DISGUST_00288,Sanskrit,1,SAN_M
en_m_EN_W_5735,English,0,en_m
DOI_M_BB_00084,Dogri,0,DOI_M
text0502,Odia,1,text0502
SAN_M_WIKI_01198,Sanskrit,1,SAN_M
SAN_M_CONV_00582,Sanskrit,0,SAN_M
MAL_F_WIKI_01785,Malayalam,0,MAL_F
text5699,Odia,1,text5699
BEN_M_SURPRISE_00270,Bengali,1,BEN_M
DOI_M_ANGER_00045,Dogri,0,DOI_M
te_f_agri_02788,Telugu,0,te_f
train_gujaratifemale_01060,Gujarati,1,train_gujaratifemale
BRX_F_WIKI_02666,Bodo,1,BRX_F
NEP_F_CONV_02302,Nepali,0,NEP_F
MAR_F_HAPPY_00048,Marathi,1,MAR_F
train_gujaratifemale_01415,Gujarati,1,train_gujaratifemale
BRX_F_CONV_02590,Bodo,1,BRX_F
te_f_education_01532,Telugu,1,te_f
DOI_M_BOOK_00136,Dogri,0,DOI_M
text4018,Odia,1,text4018
NEP_F_WIKI_00219,Nepali,0,NEP_F
MAL_F_NEWS_00389,Malayalam,1,MAL_F
train_gujaratifemale_01895,Gujarati,1,train_gujaratifemale
MAL_F_NEWS_00683,Malayalam,0,MAL_F
en_m_lj_LJ033-0043,English,1,en_m
text4703,Odia,1,text4703
SAN_M_ANGER_00029,Sanskrit,1,SAN_M
MAL_F_INDIC_00447,Malayalam,1,MAL_F
KAN_M_CONV_01991,Kannada,0,KAN_M
BRX_F_BOOK_00839,Bodo,1,BRX_F
text4872,Odia,1,text4872
DOI_M_ANGER_00436,Dogri,1,DOI_M
KAN_M_BOOK_00446,Kannada,0,KAN_M
MAL_F_SAD_00366,Malayalam,0,MAL_F
MAL_F_WIKI_00213,Malayalam,1,MAL_F
text4680,Odia,0,text4680
DOI_M_CONV_00329,Dogri,0,DOI_M
MAR_F_FEAR_00231,Marathi,0,MAR_F
DOI_M_CONV_02069,Dogri,1,DOI_M
ASM_F_SAD_00127,Assamese,0,ASM_F
SAN_M_BOOK_00167,Sanskrit,0,SAN_M
KAN_M_CONV_01955,Kannada,1,KAN_M
KAN_M_CONV_01446,Kannada,0,KAN_M
te_f_books_socialscience_04671,Telugu,1,te_f
en_m_EN_E_7177,English,1,en_m
ASM_F_BOOK_00385,Assamese,1,ASM_F
ASM_F_ANGER_00183,Assamese,1,ASM_F
MAR_F_BOOK_01243,Marathi,1,MAR_F
text3893,Odia,1,text3893
MAR_F_CONV_01027,Marathi,0,MAR_F
KAN_M_HAPPY_00223,Kannada,0,KAN_M
SAN_M_DISGUST_00123,Sanskrit,0,SAN_M
BEN_M_ANGER_00348,Bengali,0,BEN_M
DOI_M_BOOK_01104,Dogri,0,DOI_M
DOI_M_HAPPY_00150,Dogri,0,DOI_M
MAL_F_SAD_00392,Malayalam,0,MAL_F
MAL_F_WIKI_03144,Malayalam,0,MAL_F
NEP_F_NAMES_01528,Nepali,1,NEP_F
en_m_EN_E_7430,English,1,en_m
MAL_F_SURPRISE_00428,Malayalam,0,MAL_F
te_f_books_socialscience_07320,Telugu,1,te_f
train_gujaratifemale_01983,Gujarati,1,train_gujaratifemale
ASM_F_CONV_01033,Assamese,1,ASM_F
train_manipurimale_07195,Manipuri,0,train_manipurimale
DOI_M_DIGI_00226,Dogri,0,DOI_M
MAL_F_SAD_00354,Malayalam,0,MAL_F
DOI_M_DIGI_00158,Dogri,1,DOI_M
SAN_M_FEAR_00152,Sanskrit,0,SAN_M
SAN_M_CONV_01040,Sanskrit,0,SAN_M
KAN_M_BB_00040,Kannada,0,KAN_M
train_gujaratifemale_02174,Gujarati,1,train_gujaratifemale
train_manipurimale_03876,Manipuri,0,train_manipurimale
NEP_F_NEWS_00132,Nepali,1,NEP_F
SAN_M_DISGUST_00112,Sanskrit,1,SAN_M
SAN_M_FEAR_00365,Sanskrit,1,SAN_M
en_m_EN_W_6389,English,1,en_m
DOI_M_DIGI_00091,Dogri,0,DOI_M
BRX_F_CONV_00704,Bodo,0,BRX_F
BRX_F_CONV_01217,Bodo,1,BRX_F
MAL_F_NAMES_00679,Malayalam,0,MAL_F
BRX_F_DISGUST_00035,Bodo,0,BRX_F
SAN_M_ALEXA_00010,Sanskrit,0,SAN_M
ASM_F_WIKI_00221,Assamese,0,ASM_F
DOI_M_DISGUST_00273,Dogri,1,DOI_M
train_manipurimale_03887,Manipuri,0,train_manipurimale
KAN_M_WIKI_01550,Kannada,1,KAN_M
NEP_F_FEAR_00529,Nepali,1,NEP_F
text3481,Odia,1,text3481
ASM_F_HAPPY_00226,Assamese,1,ASM_F
DOI_M_FEAR_00466,Dogri,1,DOI_M
NEP_F_HAPPY_00077,Nepali,1,NEP_F
MAL_F_NEWS_00119,Malayalam,1,MAL_F
DOI_M_ANGER_00475,Dogri,1,DOI_M
MAL_F_INDIC_00585,Malayalam,1,MAL_F
KAN_M_DISGUST_00010,Kannada,0,KAN_M
en_m_EN_F_7078,English,0,en_m
MAL_F_BOOK_00673,Malayalam,1,MAL_F
MAL_F_BOOK_00913,Malayalam,0,MAL_F
KAN_M_SAD_00379,Kannada,1,KAN_M
ASM_F_NEWS_00120,Assamese,0,ASM_F
ASM_F_SAD_00303,Assamese,1,ASM_F
KAN_M_UMANG_00102,Kannada,0,KAN_M
DOI_M_CONV_01420,Dogri,0,DOI_M
SAN_M_FEAR_00151,Sanskrit,1,SAN_M
en_m_E_P_3003,English,0,en_m
ASM_F_WIKI_02500,Assamese,1,ASM_F
MAL_F_SURPRISE_00468,Malayalam,0,MAL_F
SAN_M_CONV_00873,Sanskrit,1,SAN_M
ASM_F_WIKI_02913,Assamese,0,ASM_F
MAL_F_SURPRISE_00313,Malayalam,1,MAL_F
NEP_F_DISGUST_00334,Nepali,0,NEP_F
ASM_F_NAMES_01197,Assamese,0,ASM_F
NEP_F_BOOK_00365,Nepali,1,NEP_F
DOI_M_WIKI_01358,Dogri,0,DOI_M
ASM_F_SURPRISE_00228,Assamese,0,ASM_F
NEP_F_BOOK_00866,Nepali,1,NEP_F
NEP_F_DISGUST_00444,Nepali,0,NEP_F
SAN_M_HAPPY_00374,Sanskrit,1,SAN_M
BRX_F_HAPPY_00275,Bodo,1,BRX_F
BEN_M_ALEXA_00115,Bengali,1,BEN_M
BRX_F_FEAR_00459,Bodo,0,BRX_F
MAL_F_WIKI_00112,Malayalam,0,MAL_F
BRX_F_BB_00166,Bodo,1,BRX_F
SAN_M_ALEXA_00011,Sanskrit,0,SAN_M
BRX_F_HAPPY_00241,Bodo,0,BRX_F
NEP_F_WIKI_00486,Nepali,0,NEP_F
SAN_M_BOOK_00814,Sanskrit,1,SAN_M
BRX_F_DISGUST_00001,Bodo,1,BRX_F
NEP_F_BOOK_00542,Nepali,0,NEP_F
MAL_F_SURPRISE_00381,Malayalam,1,MAL_F
train_manipurimale_00019,Manipuri,1,train_manipurimale
SAN_M_WIKI_01225,Sanskrit,1,SAN_M
DOI_M_BB_00037,Dogri,1,DOI_M
en_m_EN_W_4342,English,1,en_m
SAN_M_UMANG_00014,Sanskrit,1,SAN_M
ASM_F_ALEXA_00082,Assamese,0,ASM_F
MAL_F_SAD_00106,Malayalam,0,MAL_F
SAN_M_FEAR_00088,Sanskrit,1,SAN_M
text5553,Odia,0,text5553
BRX_F_CONV_02172,Bodo,1,BRX_F
train_gujaratifemale_02013,Gujarati,1,train_gujaratifemale
en_m_lj_LJ045-0040,English,1,en_m
train_gujaratifemale_02207,Gujarati,0,train_gujaratifemale
DOI_M_DISGUST_00353,Dogri,0,DOI_M
NEP_F_NAMES_01331,Nepali,1,NEP_F
NEP_F_NEWS_00523,Nepali,1,NEP_F
DOI_M_CONV_00081,Dogri,1,DOI_M
SAN_M_WIKI_00100,Sanskrit,1,SAN_M
BRX_F_WIKI_00479,Bodo,0,BRX_F
MAL_F_NAMES_02210,Malayalam,0,MAL_F
KAN_M_NEWS_00630,Kannada,0,KAN_M
KAN_M_NEWS_00201,Kannada,1,KAN_M
ASM_F_DISGUST_00373,Assamese,1,ASM_F
NEP_F_CONV_02560,Nepali,0,NEP_F
BEN_M_HAPPY_00258,Bengali,0,BEN_M
MAR_F_INDIC_00283,Marathi,0,MAR_F
ASM_F_INDIC_00151,Assamese,0,ASM_F
ASM_F_SURPRISE_00280,Assamese,0,ASM_F
ASM_F_WIKI_01304,Assamese,1,ASM_F
NEP_F_BB_00059,Nepali,1,NEP_F
NEP_F_SURPRISE_00179,Nepali,1,NEP_F
BEN_M_WIKI_00679,Bengali,1,BEN_M
en_m_EN_E_428,English,1,en_m
ASM_F_HAPPY_00368,Assamese,1,ASM_F
train_gujaratifemale_01194,Gujarati,0,train_gujaratifemale
ASM_F_HAPPY_00262,Assamese,1,ASM_F
text1331,Odia,1,text1331
DOI_M_ALEXA_00097,Dogri,0,DOI_M
NEP_F_NAMES_00477,Nepali,1,NEP_F
SAN_M_FEAR_00144,Sanskrit,0,SAN_M
en_m_EN_H_689,English,1,en_m
SAN_M_CONV_00242,Sanskrit,1,SAN_M
SAN_M_CONV_01252,Sanskrit,0,SAN_M
DOI_M_DISGUST_00170,Dogri,0,DOI_M
text4078,Odia,1,text4078
NEP_F_HAPPY_00467,Nepali,1,NEP_F
text4478,Odia,1,text4478
train_manipurimale_01695,Manipuri,1,train_manipurimale
BEN_M_WIKI_00286,Bengali,0,BEN_M
BRX_F_FEAR_00233,Bodo,1,BRX_F
BEN_M_INDIC_00102,Bengali,0,BEN_M
text4152,Odia,0,text4152
NEP_F_BOOK_00006,Nepali,0,NEP_F
NEP_F_NEWS_00007,Nepali,0,NEP_F
train_gujaratifemale_02029,Gujarati,0,train_gujaratifemale
KAN_M_SURPRISE_00222,Kannada,0,KAN_M
BEN_M_ALEXA_00257,Bengali,1,BEN_M
MAR_F_ANGER_00001,Marathi,0,MAR_F
te_f_books_socialscience_02846,Telugu,0,te_f
te_f_education_02411,Telugu,0,te_f
SAN_M_DIGI_00038,Sanskrit,1,SAN_M
text0034,Odia,1,text0034
BRX_F_ANGER_00200,Bodo,1,BRX_F
en_m_lj_LJ047-0215,English,1,en_m
KAN_M_BOOK_00655,Kannada,0,KAN_M
en_m_EN_W_5682,English,0,en_m
MAR_F_HAPPY_00053,Marathi,1,MAR_F
SAN_M_DISGUST_00159,Sanskrit,0,SAN_M
BRX_F_ANGER_00046,Bodo,1,BRX_F
DOI_M_ALEXA_00263,Dogri,1,DOI_M
KAN_M_FEAR_00346,Kannada,0,KAN_M
te_f_other_02353,Telugu,0,te_f
MAR_F_FEAR_00007,Marathi,1,MAR_F
BRX_F_CONV_01267,Bodo,0,BRX_F
DOI_M_BOOK_00995,Dogri,1,DOI_M
NEP_F_SAD_00346,Nepali,1,NEP_F
text2298,Odia,0,text2298
KAN_M_SURPRISE_00291,Kannada,1,KAN_M
SAN_M_HAPPY_00160,Sanskrit,0,SAN_M
train_manipurimale_02914,Manipuri,0,train_manipurimale
KAN_M_WIKI_01177,Kannada,0,KAN_M
NEP_F_BOOK_00139,Nepali,0,NEP_F
NEP_F_HAPPY_00138,Nepali,0,NEP_F
KAN_M_BOOK_00807,Kannada,0,KAN_M
te_f_politics_02421,Telugu,1,te_f
BRX_F_BB_00012,Bodo,1,BRX_F
BEN_M_INDIC_00249,Bengali,0,BEN_M
MAR_F_DISGUST_00312,Marathi,0,MAR_F
KAN_M_DISGUST_00437,Kannada,1,KAN_M
train_manipurimale_09735,Manipuri,0,train_manipurimale
DOI_M_FEAR_00205,Dogri,1,DOI_M
NEP_F_BOOK_00402,Nepali,0,NEP_F
BEN_M_WIKI_01610,Bengali,0,BEN_M
text5398,Odia,0,text5398
te_f_books_socialscience_02476,Telugu,1,te_f
train_gujaratifemale_02151,Gujarati,0,train_gujaratifemale
DOI_M_DISGUST_00009,Dogri,0,DOI_M
MAL_F_SAD_00328,Malayalam,1,MAL_F
ASM_F_SURPRISE_00140,Assamese,0,ASM_F
ASM_F_NAMES_00466,Assamese,0,ASM_F
SAN_M_ANGER_00057,Sanskrit,1,SAN_M
text4113,Odia,1,text4113
en_m_EN_E_2062,English,0,en_m
NEP_F_DISGUST_00441,Nepali,0,NEP_F
DOI_M_DISGUST_00048,Dogri,1,DOI_M
DOI_M_DISGUST_00068,Dogri,1,DOI_M
train_manipurimale_08788,Manipuri,0,train_manipurimale
NEP_F_NEWS_00330,Nepali,0,NEP_F
te_f_education_00253,Telugu,0,te_f
SAN_M_WIKI_00205,Sanskrit,1,SAN_M
te_f_education_00437,Telugu,1,te_f
BRX_F_DISGUST_00506,Bodo,1,BRX_F
NEP_F_SURPRISE_00255,Nepali,0,NEP_F
train_gujaratifemale_02131,Gujarati,1,train_gujaratifemale
train_manipurimale_09590,Manipuri,1,train_manipurimale
train_gujaratifemale_02005,Gujarati,0,train_gujaratifemale
SAN_M_DISGUST_00056,Sanskrit,0,SAN_M
NEP_F_NEWS_00550,Nepali,0,NEP_F
en_m_EN_H_2482,English,0,en_m
MAR_F_FEAR_00158,Marathi,1,MAR_F
DOI_M_DISGUST_00174,Dogri,0,DOI_M
NEP_F_CONV_02694,Nepali,0,NEP_F
text1078,Odia,1,text1078
en_m_EN_W_3741,English,1,en_m
text0086,Odia,0,text0086
en_m_EN_W_2339,English,1,en_m
train_gujaratifemale_00660,Gujarati,1,train_gujaratifemale
BRX_F_WIKI_00542,Bodo,0,BRX_F
text2006,Odia,1,text2006
KAN_M_SURPRISE_00030,Kannada,0,KAN_M
DOI_M_DISGUST_00141,Dogri,1,DOI_M
NEP_F_NAMES_00549,Nepali,1,NEP_F
NEP_F_HAPPY_00446,Nepali,1,NEP_F
text1550,Odia,1,text1550
ASM_F_SURPRISE_00325,Assamese,0,ASM_F
NEP_F_NEWS_00528,Nepali,0,NEP_F
ASM_F_FEAR_00091,Assamese,0,ASM_F
ASM_F_SURPRISE_00286,Assamese,1,ASM_F
text0674,Odia,1,text0674
SAN_M_DISGUST_00038,Sanskrit,1,SAN_M
ASM_F_FEAR_00337,Assamese,0,ASM_F
SAN_M_CONV_00145,Sanskrit,0,SAN_M
KAN_M_SURPRISE_00043,Kannada,0,KAN_M
NEP_F_NAMES_01483,Nepali,0,NEP_F
KAN_M_HAPPY_00270,Kannada,0,KAN_M
NEP_F_BOOK_00234,Nepali,1,NEP_F
te_f_finance_01653,Telugu,1,te_f
ASM_F_NAMES_00452,Assamese,1,ASM_F
BRX_F_BOOK_00860,Bodo,1,BRX_F
NEP_F_FEAR_00246,Nepali,0,NEP_F
SAN_M_DISGUST_00200,Sanskrit,1,SAN_M
MAL_F_INDIC_00284,Malayalam,1,MAL_F
ASM_F_WIKI_02461,Assamese,1,ASM_F
SAN_M_HAPPY_00051,Sanskrit,1,SAN_M
NEP_F_SAD_00446,Nepali,1,NEP_F
NEP_F_BOOK_01107,Nepali,0,NEP_F
KAN_M_CONV_00652,Kannada,1,KAN_M
DOI_M_HAPPY_00271,Dogri,0,DOI_M
MAR_F_HAPPY_00102,Marathi,0,MAR_F
NEP_F_WIKI_00518,Nepali,1,NEP_F
ASM_F_HAPPY_00440,Assamese,1,ASM_F
en_m_EN_E_4154,English,1,en_m
MAR_F_FEAR_00388,Marathi,0,MAR_F
text5717,Odia,0,text5717
te_f_other_00752,Telugu,0,te_f
en_m_EN_W_6186,English,1,en_m
NEP_F_WIKI_02760,Nepali,1,NEP_F
MAL_F_NAMES_00378,Malayalam,1,MAL_F
SAN_M_CONV_01152,Sanskrit,1,SAN_M
MAR_F_INDIC_00572,Marathi,0,MAR_F
KAN_M_HAPPY_00264,Kannada,0,KAN_M
en_m_lj_LJ015-0043,English,1,en_m
train_manipurimale_05672,Manipuri,1,train_manipurimale
text3458,Odia,0,text3458
te_f_general_00781,Telugu,0,te_f
DOI_M_ANGER_00549,Dogri,0,DOI_M
KAN_M_SAD_00094,Kannada,1,KAN_M
BRX_F_BOOK_00668,Bodo,1,BRX_F
te_f_books_socialscience_00933,Telugu,1,te_f
te_f_books_socialscience_07402,Telugu,1,te_f
text0773,Odia,0,text0773
DOI_M_BOOK_00066,Dogri,0,DOI_M
NEP_F_BB_00099,Nepali,0,NEP_F
BEN_M_SANGRAH_00662,Bengali,1,BEN_M
NEP_F_HAPPY_00358,Nepali,1,NEP_F
BRX_F_FEAR_00456,Bodo,0,BRX_F
en_m_libri_839-130898-0007,English,0,en_m
MAR_F_WIKI_02815,Marathi,0,MAR_F
BRX_F_HAPPY_00267,Bodo,1,BRX_F
DOI_M_BOOK_00445,Dogri,0,DOI_M
DOI_M_FEAR_00009,Dogri,0,DOI_M
BRX_F_HAPPY_00010,Bodo,0,BRX_F
SAN_M_WIKI_00064,Sanskrit,0,SAN_M
DOI_M_DISGUST_00442,Dogri,0,DOI_M
BEN_M_DISGUST_00013,Bengali,0,BEN_M
en_m_lj_LJ022-0201,English,0,en_m
DOI_M_BOOK_01255,Dogri,0,DOI_M
NEP_F_BOOK_00214,Nepali,1,NEP_F
ASM_F_CONV_00783,Assamese,1,ASM_F
en_m_libri_7226-86964-0044,English,0,en_m
DOI_M_FEAR_00160,Dogri,0,DOI_M
NEP_F_SAD_00379,Nepali,0,NEP_F
en_m_lj_LJ028-0184,English,1,en_m
te_f_books_socialscience_01929,Telugu,1,te_f
MAL_F_SURPRISE_00054,Malayalam,0,MAL_F
NEP_F_DISGUST_00279,Nepali,1,NEP_F
SAN_M_ANGER_00113,Sanskrit,1,SAN_M
text4992,Odia,0,text4992
BEN_M_CONV_00718,Bengali,1,BEN_M
en_m_EN_H_167,English,1,en_m
SAN_M_ALEXA_00117,Sanskrit,0,SAN_M
ASM_F_FEAR_00454,Assamese,1,ASM_F
ASM_F_ANGER_00134,Assamese,1,ASM_F
ASM_F_BOOK_01129,Assamese,0,ASM_F
ASM_F_DIGI_00107,Assamese,1,ASM_F
NEP_F_SAD_00354,Nepali,0,NEP_F
KAN_M_BOOK_00865,Kannada,1,KAN_M
text0114,Odia,1,text0114
MAR_F_FEAR_00467,Marathi,0,MAR_F
MAL_F_NEWS_00534,Malayalam,0,MAL_F
MAL_F_SURPRISE_00302,Malayalam,1,MAL_F
train_manipurimale_04672,Manipuri,1,train_manipurimale
ASM_F_SAD_00313,Assamese,0,ASM_F
text1151,Odia,0,text1151
MAL_F_INDIC_00535,Malayalam,1,MAL_F
BEN_M_ANGER_00387,Bengali,0,BEN_M
train_manipurimale_09012,Manipuri,0,train_manipurimale
BRX_F_CONV_01719,Bodo,1,BRX_F
DOI_M_BOOK_00127,Dogri,1,DOI_M
train_gujaratifemale_01211,Gujarati,1,train_gujaratifemale
BEN_M_INDIC_00619,Bengali,0,BEN_M
MAL_F_SAD_00208,Malayalam,0,MAL_F
BRX_F_ANGER_00487,Bodo,0,BRX_F
DOI_M_FEAR_00136,Dogri,0,DOI_M
NEP_F_ALEXA_00083,Nepali,0,NEP_F
train_manipurimale_03227,Manipuri,0,train_manipurimale
MAR_F_FEAR_00186,Marathi,0,MAR_F
DOI_M_WIKI_00143,Dogri,0,DOI_M
SAN_M_WIKI_01734,Sanskrit,0,SAN_M
NEP_F_DISGUST_00295,Nepali,0,NEP_F
DOI_M_CONV_01814,Dogri,1,DOI_M
train_gujaratifemale_02026,Gujarati,0,train_gujaratifemale
KAN_M_BOOK_00992,Kannada,1,KAN_M
train_gujaratifemale_00947,Gujarati,0,train_gujaratifemale
KAN_M_INDIC_00383,Kannada,0,KAN_M
text4604,Odia,0,text4604
text5606,Odia,0,text5606
ASM_F_FEAR_00093,Assamese,1,ASM_F
KAN_M_SAD_00354,Kannada,1,KAN_M
SAN_M_FEAR_00031,Sanskrit,1,SAN_M
NEP_F_WIKI_00977,Nepali,0,NEP_F
NEP_F_SURPRISE_00388,Nepali,1,NEP_F
train_manipurimale_01283,Manipuri,1,train_manipurimale
en_m_E_P_6959,English,0,en_m
NEP_F_NEWS_00306,Nepali,1,NEP_F
DOI_M_DISGUST_00205,Dogri,0,DOI_M
SAN_M_DISGUST_00128,Sanskrit,0,SAN_M
MAL_F_SAD_00088,Malayalam,0,MAL_F
ASM_F_BB_00152,Assamese,0,ASM_F
ASM_F_NAMES_00790,Assamese,1,ASM_F
BRX_F_ANGER_00366,Bodo,0,BRX_F
te_f_education_01852,Telugu,0,te_f
MAL_F_BOOK_01291,Malayalam,1,MAL_F
ASM_F_FEAR_00086,Assamese,0,ASM_F
BRX_F_INDIC_00418,Bodo,1,BRX_F
train_gujaratifemale_02006,Gujarati,0,train_gujaratifemale
MAL_F_BOOK_01097,Malayalam,0,MAL_F
en_m_EN_E_2985,English,1,en_m
SAN_M_DISGUST_00181,Sanskrit,1,SAN_M
DOI_M_DISGUST_00220,Dogri,1,DOI_M
ASM_F_CONV_00235,Assamese,0,ASM_F
DOI_M_DIGI_00111,Dogri,0,DOI_M
BRX_F_DIGI_00052,Bodo,1,BRX_F
train_manipurimale_05551,Manipuri,0,train_manipurimale
SAN_M_BOOK_00699,Sanskrit,1,SAN_M
MAL_F_SURPRISE_00156,Malayalam,0,MAL_F
ASM_F_BB_00095,Assamese,1,ASM_F
DOI_M_ALEXA_00052,Dogri,1,DOI_M
ASM_F_SURPRISE_00388,Assamese,0,ASM_F
ASM_F_ANGER_00428,Assamese,0,ASM_F
en_m_EN_A_4714,English,0,en_m
BEN_M_CONV_02893,Bengali,0,BEN_M
te_f_books_socialscience_03538,Telugu,1,te_f
KAN_M_SURPRISE_00373,Kannada,1,KAN_M
en_m_EN_W_2129,English,1,en_m
NEP_F_SAD_00054,Nepali,1,NEP_F
te_f_books_socialscience_06678,Telugu,0,te_f
DOI_M_HAPPY_00279,Dogri,1,DOI_M
BRX_F_WIKI_03258,Bodo,1,BRX_F
text0332,Odia,0,text0332
text5130,Odia,0,text5130
te_f_general_02239,Telugu,1,te_f
SAN_M_BOOK_00825,Sanskrit,1,SAN_M
BRX_F_INDIC_00501,Bodo,0,BRX_F
ASM_F_SAD_00026,Assamese,1,ASM_F
KAN_M_INDIC_00048,Kannada,1,KAN_M
BEN_M_SAD_00083,Bengali,1,BEN_M
text3816,Odia,0,text3816
text0187,Odia,1,text0187
BEN_M_BOOK_01234,Bengali,0,BEN_M
DOI_M_DISGUST_00187,Dogri,1,DOI_M
NEP_F_NAMES_01115,Nepali,1,NEP_F
NEP_F_BOOK_01100,Nepali,1,NEP_F
DOI_M_BB_00154,Dogri,1,DOI_M
BEN_M_SURPRISE_00197,Bengali,0,BEN_M
MAL_F_SAD_00308,Malayalam,1,MAL_F
NEP_F_WIKI_02762,Nepali,0,NEP_F
NEP_F_SAD_00401,Nepali,0,NEP_F
en_m_EN_A_5785,English,1,en_m
ASM_F_CONV_02568,Assamese,0,ASM_F
KAN_M_NAMES_02284,Kannada,0,KAN_M
DOI_M_ALEXA_00247,Dogri,1,DOI_M
en_m_libri_4014-186183-0020,English,0,en_m
MAL_F_SURPRISE_00089,Malayalam,1,MAL_F
SAN_M_WIKI_00707,Sanskrit,1,SAN_M
text4780,Odia,0,text4780
SAN_M_FEAR_00059,Sanskrit,0,SAN_M
DOI_M_HAPPY_00401,Dogri,0,DOI_M
MAL_F_SAD_00480,Malayalam,1,MAL_F
BEN_M_SANGRAH_01121,Bengali,1,BEN_M
text0137,Odia,0,text0137
ASM_F_WIKI_00385,Assamese,1,ASM_F
NEP_F_SAD_00100,Nepali,1,NEP_F
DOI_M_HAPPY_00428,Dogri,0,DOI_M
te_f_books_socialscience_02296,Telugu,1,te_f
KAN_M_WIKI_00190,Kannada,0,KAN_M
text5072,Odia,1,text5072
MAL_F_SAD_00401,Malayalam,1,MAL_F
text2673,Odia,1,text2673
train_gujaratifemale_01886,Gujarati,1,train_gujaratifemale
en_m_EN_A_3656,English,1,en_m
text4407,Odia,1,text4407
SAN_M_WIKI_00730,Sanskrit,1,SAN_M
BEN_M_UMANG_00149,Bengali,1,BEN_M
NEP_F_NAMES_00391,Nepali,0,NEP_F
MAL_F_NEWS_00548,Malayalam,1,MAL_F
DOI_M_FEAR_00220,Dogri,0,DOI_M
text5370,Odia,0,text5370
MAL_F_WIKI_01414,Malayalam,1,MAL_F
MAL_F_SURPRISE_00034,Malayalam,0,MAL_F
ASM_F_SURPRISE_00296,Assamese,1,ASM_F
MAL_F_BOOK_01155,Malayalam,0,MAL_F
DOI_M_DIGI_00036,Dogri,0,DOI_M
MAR_F_ANGER_00306,Marathi,0,MAR_F
SAN_M_CONV_00753,Sanskrit,1,SAN_M
BEN_M_BB_00171,Bengali,1,BEN_M
en_m_libri_4088-158077-0010,English,0,en_m
train_gujaratifemale_01569,Gujarati,1,train_gujaratifemale
